wavelength,flux
3819.896109,1.175665E-14
3822.850726,1.161484E-14
3825.805343,1.167848E-14
3828.759959,1.173638E-14
3831.714576,1.152091E-14
3834.669193,1.138936E-14
3837.62381,1.180640E-14
3840.578427,1.175576E-14
3843.533043,1.188457E-14
3846.48766,1.193721E-14
3849.442277,1.180229E-14
3852.396894,1.179275E-14
3855.351511,1.216582E-14
3858.306127,1.226785E-14
3861.260744,1.204735E-14
3864.215361,1.203270E-14
3867.169978,1.204152E-14
3870.124594,1.238550E-14
3873.079211,1.251408E-14
3876.033828,1.243671E-14
3878.988445,1.224726E-14
3881.943062,1.222664E-14
3884.897678,1.230271E-14
3887.852295,1.239318E-14
3890.806912,1.259474E-14
3893.761529,1.256245E-14
3896.716146,1.251720E-14
3899.670762,1.272870E-14
3902.625379,1.286530E-14
3905.579996,1.287385E-14
3908.534613,1.287583E-14
3911.489229,1.280220E-14
3914.443846,1.283016E-14
3917.398463,1.285674E-14
3920.35308,1.289959E-14
3923.307697,1.284643E-14
3926.262313,1.279577E-14
3929.21693,1.263536E-14
3932.171547,1.267556E-14
3935.126164,1.283909E-14
3938.080781,1.289705E-14
3941.035397,1.289960E-14
3943.990014,1.325630E-14
3946.944631,1.331200E-14
3949.899248,1.329494E-14
3952.853864,1.337074E-14
3955.808481,1.315680E-14
3958.763098,1.299704E-14
3961.717715,1.296452E-14
3964.672332,1.314241E-14
3967.626948,1.313728E-14
3970.581565,1.313098E-14
3973.536182,1.303517E-14
3976.490799,1.325315E-14
3979.445415,1.333659E-14
3982.400032,1.323917E-14
3985.354649,1.321561E-14
3988.309266,1.323200E-14
3991.263883,1.318913E-14
3994.218499,1.311018E-14
3997.173116,1.309844E-14
4000.127733,1.329185E-14
4003.08235,1.337530E-14
4006.036967,1.320697E-14
4008.991583,1.326520E-14
4011.9462,1.321611E-14
4014.900817,1.311789E-14
4017.855434,1.298528E-14
4020.81005,1.297122E-14
4023.764667,1.321653E-14
4026.719284,1.349496E-14
4029.673901,1.331979E-14
4032.628518,1.306783E-14
4035.583134,1.312830E-14
4038.537751,1.308437E-14
4041.492368,1.312042E-14
4044.446985,1.329437E-14
4047.401602,1.320166E-14
4050.356218,1.314599E-14
4053.310835,1.321583E-14
4056.265452,1.320860E-14
4059.220069,1.316602E-14
4062.174685,1.294960E-14
4065.129302,1.289184E-14
4068.083919,1.301202E-14
4071.038536,1.326883E-14
4073.993153,1.325931E-14
4076.947769,1.315894E-14
4079.902386,1.302311E-14
4082.857003,1.304245E-14
4085.81162,1.349511E-14
4088.766237,1.344239E-14
4091.720853,1.337219E-14
4094.67547,1.329598E-14
4097.630087,1.320874E-14
4100.584704,1.301802E-14
4103.53932,1.271404E-14
4106.493937,1.277758E-14
4109.448554,1.277726E-14
4112.403171,1.289192E-14
4115.357788,1.299916E-14
4118.312404,1.290207E-14
4121.267021,1.301321E-14
4124.221638,1.314259E-14
4127.176255,1.278357E-14
4130.130872,1.252155E-14
4133.085488,1.250657E-14
4136.040105,1.243741E-14
4138.994722,1.244343E-14
4141.949339,1.264338E-14
4144.903955,1.266437E-14
4147.858572,1.253144E-14
4150.813189,1.250542E-14
4153.767806,1.244097E-14
4156.722423,1.255585E-14
4159.677039,1.274569E-14
4162.631656,1.273000E-14
4165.586273,1.265543E-14
4168.54089,1.260597E-14
4171.495507,1.270936E-14
4174.450123,1.273374E-14
4177.40474,1.282954E-14
4180.359357,1.289518E-14
4183.313974,1.268903E-14
4186.26859,1.261451E-14
4189.223207,1.260438E-14
4192.177824,1.262403E-14
4195.132441,1.276150E-14
4198.087058,1.280085E-14
4201.041674,1.283839E-14
4203.996291,1.275884E-14
4206.950908,1.264812E-14
4209.905525,1.262656E-14
4212.860142,1.253186E-14
4215.814758,1.251687E-14
4218.769375,1.268211E-14
4221.723992,1.273916E-14
4224.678609,1.294944E-14
4227.633225,1.311285E-14
4230.587842,1.295091E-14
4233.542459,1.277934E-14
4236.497076,1.286215E-14
4239.451693,1.304071E-14
4242.406309,1.299706E-14
4245.360926,1.303796E-14
4248.315543,1.291973E-14
4251.27016,1.228533E-14
4254.224777,1.233175E-14
4257.179393,1.280565E-14
4260.13401,1.293989E-14
4263.088627,1.276225E-14
4266.043244,1.278453E-14
4268.99786,1.286973E-14
4271.952477,1.302716E-14
4274.907094,1.301313E-14
4277.861711,1.288007E-14
4280.816328,1.275067E-14
4283.770944,1.288984E-14
4286.725561,1.301870E-14
4289.680178,1.295320E-14
4292.634795,1.284906E-14
4295.589411,1.287982E-14
4298.544028,1.293681E-14
4301.498645,1.296903E-14
4304.453262,1.303445E-14
4307.407879,1.300756E-14
4310.362495,1.293861E-14
4313.317112,1.284867E-14
4316.271729,1.297249E-14
4319.226346,1.315163E-14
4322.180963,1.313567E-14
4325.135579,1.304512E-14
4328.090196,1.285253E-14
4331.044813,1.265282E-14
4333.99943,1.280514E-14
4336.954046,1.294087E-14
4339.908663,1.288571E-14
4342.86328,1.291827E-14
4345.817897,1.278302E-14
4348.772514,1.275853E-14
4351.72713,1.279216E-14
4354.681747,1.279531E-14
4357.636364,1.279245E-14
4360.590981,1.284535E-14
4363.545598,1.270055E-14
4366.500214,1.258938E-14
4369.454831,1.258273E-14
4372.409448,1.265440E-14
4375.364065,1.259274E-14
4378.318681,1.259073E-14
4381.273298,1.255898E-14
4384.227915,1.261398E-14
4387.182532,1.265053E-14
4390.137149,1.257528E-14
4393.091765,1.253735E-14
4396.046382,1.249973E-14
4399.000999,1.240124E-14
4401.955616,1.220568E-14
4404.910233,1.225714E-14
4407.864849,1.240218E-14
4410.819466,1.251478E-14
4413.774083,1.255804E-14
4416.7287,1.264776E-14
4419.683316,1.270234E-14
4422.637933,1.267252E-14
4425.59255,1.247596E-14
4428.547167,1.233685E-14
4431.501784,1.252392E-14
4434.4564,1.268533E-14
4437.411017,1.275598E-14
4440.365634,1.284802E-14
4443.320251,1.285641E-14
4446.274868,1.289768E-14
4449.229484,1.289351E-14
4452.184101,1.281579E-14
4455.138718,1.285099E-14
4458.093335,1.291300E-14
4461.047951,1.285649E-14
4464.002568,1.283734E-14
4466.957185,1.278989E-14
4469.911802,1.306181E-14
4472.866419,1.324923E-14
4475.821035,1.318434E-14
4478.775652,1.300735E-14
4481.730269,1.300629E-14
4484.684886,1.311228E-14
4487.639503,1.328088E-14
4490.594119,1.333664E-14
4493.548736,1.325480E-14
4496.503353,1.324884E-14
4499.45797,1.333398E-14
4502.412586,1.329740E-14
4505.367203,1.325479E-14
4508.32182,1.335546E-14
4511.276437,1.346777E-14
4514.231054,1.336563E-14
4517.18567,1.333839E-14
4520.140287,1.351707E-14
4523.094904,1.361795E-14
4526.049521,1.366441E-14
4529.004138,1.360210E-14
4531.958754,1.355930E-14
4534.913371,1.361609E-14
4537.867988,1.358719E-14
4540.822605,1.348429E-14
4543.777221,1.359328E-14
4546.731838,1.361078E-14
4549.686455,1.364797E-14
4552.641072,1.367668E-14
4555.595689,1.365285E-14
4558.550305,1.374300E-14
4561.504922,1.366498E-14
4564.459539,1.363320E-14
4567.414156,1.361539E-14
4570.368773,1.353545E-14
4573.323389,1.371360E-14
4576.278006,1.369224E-14
4579.232623,1.361519E-14
4582.18724,1.363421E-14
4585.141856,1.365527E-14
4588.096473,1.369090E-14
4591.05109,1.368603E-14
4594.005707,1.365474E-14
4596.960324,1.366903E-14
4599.91494,1.359699E-14
4602.869557,1.345906E-14
4605.824174,1.335242E-14
4608.778791,1.337021E-14
4611.733407,1.338414E-14
4614.688024,1.333412E-14
4617.642641,1.324054E-14
4620.597258,1.330128E-14
4623.551875,1.332848E-14
4626.506491,1.323471E-14
4629.461108,1.322189E-14
4632.415725,1.327984E-14
4635.370342,1.314050E-14
4638.324959,1.290274E-14
4641.279575,1.298571E-14
4644.234192,1.317453E-14
4647.188809,1.328837E-14
4650.143426,1.327148E-14
4653.098042,1.313118E-14
4656.052659,1.295159E-14
4659.007276,1.301722E-14
4661.961893,1.311826E-14
4664.91651,1.308758E-14
4667.871126,1.292723E-14
4670.825743,1.289540E-14
4673.78036,1.283233E-14
4676.734977,1.276418E-14
4679.689594,1.276957E-14
4682.64421,1.270349E-14
4685.598827,1.264939E-14
4688.553444,1.261671E-14
4691.508061,1.252801E-14
4694.462677,1.245797E-14
4697.417294,1.247384E-14
4700.371911,1.243280E-14
4703.326528,1.238298E-14
4706.281145,1.235024E-14
4709.235761,1.243024E-14
4712.190378,1.251305E-14
4715.144995,1.245107E-14
4718.099612,1.244229E-14
4721.054229,1.254296E-14
4724.008845,1.246873E-14
4726.963462,1.236462E-14
4729.918079,1.240670E-14
4732.872696,1.247834E-14
4735.827312,1.245957E-14
4738.781929,1.249242E-14
4741.736546,1.254944E-14
4744.691163,1.257932E-14
4747.64578,1.248279E-14
4750.600396,1.247990E-14
4753.555013,1.252900E-14
4756.50963,1.240898E-14
4759.464247,1.244203E-14
4762.418864,1.248223E-14
4765.37348,1.253885E-14
4768.328097,1.264452E-14
4771.282714,1.269260E-14
4774.237331,1.273635E-14
4777.191947,1.270298E-14
4780.146564,1.260973E-14
4783.101181,1.263237E-14
4786.055798,1.255108E-14
4789.010415,1.259293E-14
4791.965031,1.266272E-14
4794.919648,1.259593E-14
4797.874265,1.248515E-14
4800.828882,1.264569E-14
4803.783499,1.275870E-14
4806.738115,1.272945E-14
4809.692732,1.269734E-14
4812.647349,1.260059E-14
4815.601966,1.264831E-14
4818.556582,1.274352E-14
4821.511199,1.272382E-14
4824.465816,1.269611E-14
4827.420433,1.267432E-14
4830.37505,1.266132E-14
4833.329666,1.274167E-14
4836.284283,1.271179E-14
4839.2389,1.258861E-14
4842.193517,1.263350E-14
4845.148134,1.275327E-14
4848.10275,1.284344E-14
4851.057367,1.289270E-14
4854.011984,1.282621E-14
4856.966601,1.274821E-14
4859.921217,1.283236E-14
4862.875834,1.291080E-14
4865.830451,1.286666E-14
4868.785068,1.278778E-14
4871.739685,1.279101E-14
4874.694301,1.287521E-14
4877.648918,1.291290E-14
4880.603535,1.299312E-14
4883.558152,1.307898E-14
4886.512769,1.310719E-14
4889.467385,1.312136E-14
4892.422002,1.326676E-14
4895.376619,1.339403E-14
4898.331236,1.328344E-14
4901.285852,1.328622E-14
4904.240469,1.331812E-14
4907.195086,1.331639E-14
4910.149703,1.327752E-14
4913.10432,1.330498E-14
4916.058936,1.341981E-14
4919.013553,1.324449E-14
4921.96817,1.305669E-14
4924.922787,1.318033E-14
4927.877403,1.328453E-14
4930.83202,1.328165E-14
4933.786637,1.317127E-14
4936.741254,1.324063E-14
4939.695871,1.346932E-14
4942.650487,1.341716E-14
4945.605104,1.344414E-14
4948.559721,1.357942E-14
4951.514338,1.363378E-14
4954.468955,1.351777E-14
4957.423571,1.351079E-14
4960.378188,1.357623E-14
4963.332805,1.340561E-14
4966.287422,1.352233E-14
4969.242038,1.372900E-14
4972.196655,1.362690E-14
4975.151272,1.368306E-14
4978.105889,1.379556E-14
4981.060506,1.367917E-14
4984.015122,1.352543E-14
4986.969739,1.366252E-14
4989.924356,1.381709E-14
4992.878973,1.386536E-14
4995.83359,1.387845E-14
4998.788206,1.387388E-14
5001.742823,1.391684E-14
5004.69744,1.387348E-14
5007.652057,1.386797E-14
5010.606673,1.394832E-14
5013.56129,1.408026E-14
5016.515907,1.414163E-14
5019.470524,1.411566E-14
5022.425141,1.409534E-14
5025.379757,1.407662E-14
5028.334374,1.406665E-14
5031.288991,1.414257E-14
5034.243608,1.426847E-14
5037.198225,1.448919E-14
5040.152841,1.464159E-14
5043.107458,1.464520E-14
5046.062075,1.463138E-14
5049.016692,1.457795E-14
5051.971308,1.456487E-14
5054.925925,1.460751E-14
5057.880542,1.465109E-14
5060.835159,1.458472E-14
5063.789776,1.463726E-14
5066.744392,1.478334E-14
5069.699009,1.476893E-14
5072.653626,1.470232E-14
5075.608243,1.480182E-14
5078.56286,1.493137E-14
5081.517476,1.491442E-14
5084.472093,1.504747E-14
5087.42671,1.500179E-14
5090.381327,1.496419E-14
5093.335943,1.523244E-14
5096.29056,1.530701E-14
5099.245177,1.521921E-14
5102.199794,1.524405E-14
5105.154411,1.546663E-14
5108.109027,1.563442E-14
5111.063644,1.567555E-14
5114.018261,1.569316E-14
5116.972878,1.573025E-14
5119.927495,1.559150E-14
5122.882111,1.562607E-14
5125.836728,1.563788E-14
5128.791345,1.547547E-14
5131.745962,1.565384E-14
5134.700578,1.589602E-14
5137.655195,1.593957E-14
5140.609812,1.594876E-14
5143.564429,1.597726E-14
5146.519046,1.590028E-14
5149.473662,1.588949E-14
5152.428279,1.600925E-14
5155.382896,1.612435E-14
5158.337513,1.609575E-14
5161.29213,1.616558E-14
5164.246746,1.620653E-14
5167.201363,1.620924E-14
5170.15598,1.622785E-14
5173.110597,1.613948E-14
5176.065213,1.611952E-14
5179.01983,1.630703E-14
5181.974447,1.638892E-14
5184.929064,1.642608E-14
5187.883681,1.635150E-14
5190.838297,1.633529E-14
5193.792914,1.638750E-14
5196.747531,1.643639E-14
5199.702148,1.641290E-14
5202.656765,1.643400E-14
5205.611381,1.650874E-14
5208.565998,1.658301E-14
5211.520615,1.670548E-14
5214.475232,1.679724E-14
5217.429848,1.660178E-14
5220.384465,1.653990E-14
5223.339082,1.664711E-14
5226.293699,1.657735E-14
5229.248316,1.662659E-14
5232.202932,1.672573E-14
5235.157549,1.682243E-14
5238.112166,1.692483E-14
5241.066783,1.676305E-14
5244.021399,1.662641E-14
5246.976016,1.670247E-14
5249.930633,1.666003E-14
5252.88525,1.672859E-14
5255.839867,1.676771E-14
5258.794483,1.665280E-14
5261.7491,1.666880E-14
5264.703717,1.676489E-14
5267.658334,1.665192E-14
5270.612951,1.665980E-14
5273.567567,1.670828E-14
5276.522184,1.679784E-14
5279.476801,1.679296E-14
5282.431418,1.671231E-14
5285.386034,1.669628E-14
5288.340651,1.668897E-14
5291.295268,1.665876E-14
5294.249885,1.654183E-14
5297.204502,1.635846E-14
5300.159118,1.641380E-14
5303.113735,1.651159E-14
5306.068352,1.654151E-14
5309.022969,1.651284E-14
5311.977586,1.644569E-14
5314.932202,1.636997E-14
5317.886819,1.627436E-14
5320.841436,1.630855E-14
5323.796053,1.632704E-14
5326.750669,1.618221E-14
5329.705286,1.614661E-14
5332.659903,1.615833E-14
5335.61452,1.611905E-14
5338.569137,1.614116E-14
5341.523753,1.610670E-14
5344.47837,1.603996E-14
5347.432987,1.596408E-14
5350.387604,1.588245E-14
5353.342221,1.588291E-14
5356.296837,1.583201E-14
5359.251454,1.583122E-14
5362.206071,1.575139E-14
5365.160688,1.571915E-14
5368.115304,1.570614E-14
5371.069921,1.565076E-14
5374.024538,1.557873E-14
5376.979155,1.556702E-14
5379.933772,1.552032E-14
5382.888388,1.545742E-14
5385.843005,1.546153E-14
5388.797622,1.537018E-14
5391.752239,1.527482E-14
5394.706856,1.523585E-14
5397.661472,1.503098E-14
5400.616089,1.487219E-14
5403.570706,1.497614E-14
5406.525323,1.514648E-14
5409.479939,1.516241E-14
5412.434556,1.509515E-14
5415.389173,1.500789E-14
5418.34379,1.494307E-14
5421.298407,1.487889E-14
5424.253023,1.487192E-14
5427.20764,1.486311E-14
5430.162257,1.473813E-14
5433.116874,1.463567E-14
5436.071491,1.461805E-14
5439.026107,1.454969E-14
5441.980724,1.444685E-14
5444.935341,1.431465E-14
5447.889958,1.425258E-14
5450.844574,1.430884E-14
5453.799191,1.426238E-14
5456.753808,1.411871E-14
5459.708425,1.409068E-14
5462.663042,1.408382E-14
5465.617658,1.399833E-14
5468.572275,1.391750E-14
5471.526892,1.378884E-14
5474.481509,1.368968E-14
5477.436126,1.367397E-14
5480.390742,1.362082E-14
5483.345359,1.359734E-14
5486.299976,1.356262E-14
5489.254593,1.353227E-14
5492.209209,1.351084E-14
5495.163826,1.338701E-14
5498.118443,1.334207E-14
5501.07306,1.326604E-14
5504.027677,1.313648E-14
5506.982293,1.312565E-14
5509.93691,1.314331E-14
5512.891527,1.315755E-14
5515.846144,1.315005E-14
5518.800761,1.310864E-14
5521.755377,1.305277E-14
5524.709994,1.300326E-14
5527.664611,1.298540E-14
5530.619228,1.298172E-14
5533.573844,1.292093E-14
5536.528461,1.287082E-14
5539.483078,1.281507E-14
5542.437695,1.276292E-14
5545.392312,1.277871E-14
5548.346928,1.272479E-14
5551.301545,1.263319E-14
5554.256162,1.251248E-14
5557.210779,1.237660E-14
5560.165395,1.235280E-14
5563.120012,1.236755E-14
5566.074629,1.234042E-14
5569.029246,1.233044E-14
5571.983863,1.230870E-14
5574.938479,1.220940E-14
5577.893096,1.212984E-14
5580.847713,1.216726E-14
5583.80233,1.212610E-14
5586.756947,1.207606E-14
5589.711563,1.212291E-14
5592.66618,1.208450E-14
5595.620797,1.210133E-14
5598.575414,1.211748E-14
5601.53003,1.202621E-14
5604.484647,1.198883E-14
5607.439264,1.200325E-14
5610.393881,1.198909E-14
5613.348498,1.193478E-14
5616.303114,1.188761E-14
5619.257731,1.188954E-14
5622.212348,1.193587E-14
5625.166965,1.193585E-14
5628.121582,1.189816E-14
5631.076198,1.186728E-14
5634.030815,1.181011E-14
5636.985432,1.176984E-14
5639.940049,1.176543E-14
5642.894665,1.174976E-14
5645.849282,1.176322E-14
5648.803899,1.177861E-14
5651.758516,1.172805E-14
5654.713133,1.174340E-14
5657.667749,1.171301E-14
5660.622366,1.162442E-14
5663.576983,1.155960E-14
5666.5316,1.155259E-14
5669.486217,1.159812E-14
5672.440833,1.160632E-14
5675.39545,1.157248E-14
5678.350067,1.148873E-14
5681.304684,1.141387E-14
5684.2593,1.140673E-14
5687.213917,1.142623E-14
5690.168534,1.149287E-14
5693.123151,1.151643E-14
5696.077768,1.147387E-14
5699.032384,1.144831E-14
5701.987001,1.142106E-14
5704.941618,1.141136E-14
5707.896235,1.142107E-14
5710.850852,1.140165E-14
5713.805468,1.139583E-14
5716.760085,1.141773E-14
5719.714702,1.141817E-14
5722.669319,1.144221E-14
5725.623935,1.136842E-14
5728.578552,1.134250E-14
5731.533169,1.137352E-14
5734.487786,1.137255E-14
5737.442403,1.138832E-14
5740.397019,1.136112E-14
5743.351636,1.130833E-14
5746.306253,1.130458E-14
5749.26087,1.130730E-14
5752.215487,1.128313E-14
5755.170103,1.122111E-14
5758.12472,1.119197E-14
5761.079337,1.120956E-14
5764.033954,1.118187E-14
5766.98857,1.114135E-14
5769.943187,1.111197E-14
5772.897804,1.102145E-14
5775.852421,1.088657E-14
5778.807038,1.087040E-14
5781.761654,1.083235E-14
5784.716271,1.075546E-14
5787.670888,1.076425E-14
5790.625505,1.072149E-14
5793.580122,1.071234E-14
5796.534738,1.076920E-14
5799.489355,1.074873E-14
5802.443972,1.068889E-14
5805.398589,1.062531E-14
5808.353205,1.056994E-14
5811.307822,1.054488E-14
5814.262439,1.056448E-14
5817.217056,1.058207E-14
5820.171673,1.054474E-14
5823.126289,1.055199E-14
5826.080906,1.049375E-14
5829.035523,1.034713E-14
5831.99014,1.032746E-14
5834.944757,1.037326E-14
5837.899373,1.036013E-14
5840.85399,1.035052E-14
5843.808607,1.035824E-14
5846.763224,1.032487E-14
5849.71784,1.026206E-14
5852.672457,1.021306E-14
5855.627074,1.018419E-14
5858.581691,1.018418E-14
5861.536308,1.018064E-14
5864.490924,1.011064E-14
5867.445541,1.000495E-14
5870.400158,9.942568E-15
5873.354775,9.926694E-15
5876.309391,9.877451E-15
5879.264008,9.880631E-15
5882.218625,9.875766E-15
5885.173242,9.797069E-15
5888.127859,9.720924E-15
5891.082475,9.624561E-15
5894.037092,9.576266E-15
5896.991709,9.595041E-15
5899.946326,9.574204E-15
5902.900943,9.627714E-15
5905.855559,9.710351E-15
5908.810176,9.697370E-15
5911.764793,9.673643E-15
5914.71941,9.719625E-15
5917.674026,9.749949E-15
5920.628643,9.778625E-15
5923.58326,9.746678E-15
5926.537877,9.690301E-15
5929.492494,9.708831E-15
5932.44711,9.732226E-15
5935.401727,9.673259E-15
5938.356344,9.649783E-15
5941.310961,9.693442E-15
5944.265578,9.706309E-15
5947.220194,9.713832E-15
5950.174811,9.666666E-15
5953.129428,9.554582E-15
5956.084045,9.553462E-15
5959.038661,9.592513E-15
5961.993278,9.602580E-15
5964.947895,9.611860E-15
5967.902512,9.583097E-15
5970.857129,9.598945E-15
5973.811745,9.630687E-15
5976.766362,9.569504E-15
5979.720979,9.589834E-15
5982.675596,9.645154E-15
5985.630213,9.662862E-15
5988.584829,9.641087E-15
5991.539446,9.591549E-15
5994.494063,9.584163E-15
5997.44868,9.610752E-15
6000.403296,9.661570E-15
6003.357913,9.636034E-15
6006.31253,9.573834E-15
6009.267147,9.516170E-15
6012.221764,9.478106E-15
6015.17638,9.497238E-15
6018.130997,9.504477E-15
6021.085614,9.523529E-15
6024.040231,9.570279E-15
6026.994848,9.544124E-15
6029.949464,9.520787E-15
6032.904081,9.553214E-15
6035.858698,9.540849E-15
6038.813315,9.547578E-15
6041.767931,9.542259E-15
6044.722548,9.448354E-15
6047.677165,9.413396E-15
6050.631782,9.457520E-15
6053.586399,9.458533E-15
6056.541015,9.458481E-15
6059.495632,9.440235E-15
6062.450249,9.400373E-15
6065.404866,9.426171E-15
6068.359483,9.427819E-15
6071.314099,9.415390E-15
6074.268716,9.416326E-15
6077.223333,9.377500E-15
6080.17795,9.403010E-15
6083.132566,9.464567E-15
6086.087183,9.407416E-15
6089.0418,9.353753E-15
6091.996417,9.286017E-15
6094.951034,9.210579E-15
6097.90565,9.266258E-15
6100.860267,9.360691E-15
6103.814884,9.359114E-15
6106.769501,9.292937E-15
6109.724118,9.323474E-15
6112.678734,9.386922E-15
6115.633351,9.337019E-15
6118.587968,9.337111E-15
6121.542585,9.332512E-15
6124.497201,9.311256E-15
6127.451818,9.392384E-15
6130.406435,9.487604E-15
6133.361052,9.497553E-15
6136.315669,9.508412E-15
6139.270285,9.454108E-15
6142.224902,9.426490E-15
6145.179519,9.484976E-15
6148.134136,9.621195E-15
6151.088753,9.693481E-15
6154.043369,9.712901E-15
6156.997986,9.707221E-15
6159.952603,9.683411E-15
6162.90722,9.683469E-15
6165.861836,9.667828E-15
6168.816453,9.676709E-15
6171.77107,9.737099E-15
6174.725687,9.810215E-15
6177.680304,9.857310E-15
6180.63492,9.829741E-15
6183.589537,9.852940E-15
6186.544154,9.933115E-15
6189.498771,9.969398E-15
6192.453387,9.953129E-15
6195.408004,9.964356E-15
6198.362621,9.922313E-15
6201.317238,9.887856E-15
6204.271855,9.935761E-15
6207.226471,9.993054E-15
6210.181088,9.992097E-15
6213.135705,1.001951E-14
6216.090322,1.004757E-14
6219.044939,1.005898E-14
6221.999555,1.005789E-14
6224.954172,1.002162E-14
6227.908789,1.003593E-14
6230.863406,1.010081E-14
6233.818022,1.015493E-14
6236.772639,1.016278E-14
6239.727256,1.010671E-14
6242.681873,1.007734E-14
6245.63649,1.012278E-14
6248.591106,1.011968E-14
6251.545723,1.016518E-14
6254.50034,1.021944E-14
6257.454957,1.021240E-14
6260.409574,1.020513E-14
6263.36419,1.020688E-14
6266.318807,1.019390E-14
6269.273424,1.016992E-14
6272.228041,1.012118E-14
6275.182657,1.010607E-14
6278.137274,1.012466E-14
6281.091891,1.006787E-14
6284.046508,1.005151E-14
6287.001125,1.009588E-14
6289.955741,1.012960E-14
6292.910358,1.016504E-14
6295.864975,1.019073E-14
6298.819592,1.027196E-14
6301.774209,1.035554E-14
6304.728825,1.031566E-14
6307.683442,1.025473E-14
6310.638059,1.029320E-14
6313.592676,1.035155E-14
6316.547292,1.035695E-14
6319.501909,1.045480E-14
6322.456526,1.044165E-14
6325.411143,1.035347E-14
6328.36576,1.034101E-14
6331.320376,1.035385E-14
6334.274993,1.039790E-14
6337.22961,1.039750E-14
6340.184227,1.034889E-14
6343.138844,1.038303E-14
6346.09346,1.044917E-14
6349.048077,1.046360E-14
6352.002694,1.044349E-14
6354.957311,1.041205E-14
6357.911927,1.038017E-14
6360.866544,1.036886E-14
6363.821161,1.035809E-14
6366.775778,1.030103E-14
6369.730395,1.035905E-14
6372.685011,1.036441E-14
6375.639628,1.031394E-14
6378.594245,1.035390E-14
6381.548862,1.036991E-14
6384.503479,1.031594E-14
6387.458095,1.027540E-14
6390.412712,1.023661E-14
6393.367329,1.024501E-14
6396.321946,1.027127E-14
6399.276562,1.028927E-14
6402.231179,1.029556E-14
6405.185796,1.026835E-14
