159.9066158730793, 4.489251258218608e-9
173.3867144916631, 4.719685320018238e-9
194.18914790055953, 4.719685320018238e-9
224.6434958320555, 5.216645251859962e-9
264.11472733320386, 6.373057341948986e-9
305.535382848704, 7.044109314173722e-9
371.0394052485832, 7.785819798516786e-9
436.23329037029754, 9.047357242349311e-9
496.54409408083336, 9.511759691218734e-9
574.4162448573062, 1.1052951411260222e-8
708.9491958516683, 1.1620301363862632e-8
806.963943317315, 1.350314037869875e-8
903.7811287830798, 1.350314037869875e-8
1045.519558800676, 1.350314037869875e-8
1190.066355843213, 1.350314037869875e-8
1399.1682684502591, 1.350314037869875e-8
1645.0106616542403, 1e-8
1902.9948362729594, 1e-8
2166.090639748205, 8.185467307069021e-9
2310.979715863176, 7.044109314173722e-9
2546.685968258808, 6.700187503509604e-9
2717.0329381985716, 5.484416576121026e-9
6203.240643691078, 2.1187853261287766e-10
6618.173329004613, 1.492495545051832e-10
6835.934472544771, 1.0513301770262397e-10
7176.084136276488, 7.044109314173751e-11
7412.2025045893015, 5.4844165761210266e-11
8168.203287444161, 4.270067916167673e-11
11662.289857471955, 1.7343248017724674e-11
12442.37651304724, 1.492495545051832e-11
13274.6429032753, 1.221677348996798e-11
17764.8126894699, 9.511759691218734e-12
18648.77304439277, 9.511759691218734e-12
24161.74492926579, 6.700187503509604e-12
30307.2528972281, 3.8632829886663034e-12
36804.853777849865, 5.484416576121026e-12
41893.25569670996, 3.495250132675483e-12
45424.8495282836, 2.2275429519995654e-12
53406.272471310454, 3.674661940736703e-12
59813.80161769862, 2.4620924014946304e-12
64856.09420926316, 2.5884720403183095e-12
66990.0874636649, 3.1622776601683794e-12
75027.36320076323, 1.823348000868446e-12
81352.15626524368, 1.6496480740980274e-12
88210.12823408525, 1.6496480740980274e-12
94110.47411495098, 1.6496480740980274e-12
110646.2580543673, 9.047357242349311e-13
125943.49670655227, 7.785819798516818e-13
265185.69182500994, 3.324597932270959e-13
360676.42011022905, 3.324597932270959e-13
506693.306186048, 1.5691056055902166e-13
689148.5227249505, 1.492495545051832e-13
892875.4071285747, 5.2166452518599836e-14
1084299.8180218083, 1.2843862635897456e-13

